Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR12873166_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 0.011266336187471835)	(43.0, 0.0018777226979119724)	(44.0, 0.0056331680937359175)	(45.0, 0.05633168093735917)	(46.0, 0.03755445395823945)	(47.0, 0.2534925642181163)	(48.0, 0.7116569025086376)	(49.0, 1.1435331230283912)	(50.0, 3.3292023433979274)	(51.0, 8.73892143608232)	(52.0, 14.59366080817185)	(53.0, 17.581117620549797)	(54.0, 15.58509839266937)	(55.0, 12.734715337238997)	(56.0, 9.180186270091632)	(57.0, 6.219017575484453)	(58.0, 3.659681538230434)	(59.0, 3.394922637824846)	(60.0, 1.9565870512242751)	(61.0, 0.4149767162385459)	(62.0, 0.1295628661559261)	(63.0, 0.10703019378098243)	(64.0, 0.11641880727054228)	(65.0, 0.03192128586450353)	(66.0, 0.0056331680937359175)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873166_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0038034383082306404)	(41.0, 0.0019017191541153202)	(42.0, 0.0038034383082306404)	(43.0, 0.04754297885288301)	(44.0, 0.02472234900349916)	(45.0, 0.013312034078807242)	(46.0, 0.0855773619351894)	(47.0, 0.3042750646584512)	(48.0, 0.49825041837821393)	(49.0, 1.0364369389928496)	(50.0, 1.6221664384603682)	(51.0, 4.767609919367108)	(52.0, 14.654647801612658)	(53.0, 18.768066331964096)	(54.0, 20.637456260459455)	(55.0, 16.341472691312948)	(56.0, 8.96090065419139)	(57.0, 5.8287692073634565)	(58.0, 3.4249961965616915)	(59.0, 1.6602008215426747)	(60.0, 0.7017343678685531)	(61.0, 0.26433896242202953)	(62.0, 0.17495816217860946)	(63.0, 0.10649627263045794)	(64.0, 0.039936102236421724)	(65.0, 0.017115472387037884)	(66.0, 0.005705157462345961)	(67.0, 0.0038034383082306404)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873167_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 0.0)	(43.0, 0.0)	(44.0, 0.0061474150119874595)	(45.0, 0.056863588860884)	(46.0, 0.08606381016782444)	(47.0, 0.29353906682240116)	(48.0, 1.128050654699699)	(49.0, 1.9395094362820435)	(50.0, 4.091104690477654)	(51.0, 10.810229298579948)	(52.0, 16.808569496526708)	(53.0, 17.032950144464255)	(54.0, 14.432593594393559)	(55.0, 9.545398659863528)	(56.0, 8.938341427429766)	(57.0, 6.991147722382738)	(58.0, 3.433331284194996)	(59.0, 2.581914305034733)	(60.0, 1.1341980697116862)	(61.0, 0.2750968217864388)	(62.0, 0.12294830023974919)	(63.0, 0.15214852154668962)	(64.0, 0.11526403147476487)	(65.0, 0.016905391282965514)	(66.0, 0.007684268764984324)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873167_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0015333895576171124)	(41.0, 0.0)	(42.0, 0.0015333895576171124)	(43.0, 0.019934064249022464)	(44.0, 0.036801349382810704)	(45.0, 0.015333895576171127)	(46.0, 0.07053591965038718)	(47.0, 0.33581231311814763)	(48.0, 0.6486237828720386)	(49.0, 1.337115694242122)	(50.0, 1.9581384650770528)	(51.0, 6.162692632063176)	(52.0, 16.278463543663268)	(53.0, 19.82519359043165)	(54.0, 19.35904316491605)	(55.0, 15.395231158475811)	(56.0, 7.955225024917581)	(57.0, 4.373227018324005)	(58.0, 3.0361113240818827)	(59.0, 1.781798665951085)	(60.0, 0.7666947788085563)	(61.0, 0.33581231311814763)	(62.0, 0.17480640956835083)	(63.0, 0.08740320478417542)	(64.0, 0.015333895576171127)	(65.0, 0.015333895576171127)	(66.0, 0.009200337345702676)	(67.0, 0.003066779115234225)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873168_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 0.0)	(43.0, 0.0)	(44.0, 0.0)	(45.0, 0.019509266901778344)	(46.0, 0.03451639528776169)	(47.0, 0.1050498987018834)	(48.0, 0.6378029564042921)	(49.0, 1.3326330006753209)	(50.0, 3.4561416672919636)	(51.0, 8.752157274705485)	(52.0, 14.81053500412696)	(53.0, 17.519321677796952)	(54.0, 16.201695805507615)	(55.0, 11.276356269227882)	(56.0, 7.82021460193592)	(57.0, 8.057327230434456)	(58.0, 4.487131387409019)	(59.0, 2.8723643730772115)	(60.0, 1.6027613116230208)	(61.0, 0.4096946049373452)	(62.0, 0.1410670068282434)	(63.0, 0.19809409469498013)	(64.0, 0.19509266901778347)	(65.0, 0.05702708786673669)	(66.0, 0.010504989870188339)	(67.0, 0.0030014256771966684)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873168_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.001504279675677302)	(41.0, 0.0)	(42.0, 0.0)	(43.0, 0.010529957729741114)	(44.0, 0.01654707643245032)	(45.0, 0.004512839027031906)	(46.0, 0.10078673827037922)	(47.0, 0.3068730538381696)	(48.0, 0.5490620816222153)	(49.0, 1.2696120462716427)	(50.0, 2.653549347894761)	(51.0, 7.889946898927448)	(52.0, 15.707688373422387)	(53.0, 18.507152849857846)	(54.0, 20.14982625569746)	(55.0, 15.492576379800532)	(56.0, 8.932412714171818)	(57.0, 4.100666395896325)	(58.0, 2.018743324758939)	(59.0, 0.9612347127577959)	(60.0, 0.4994208523248642)	(61.0, 0.4603095807572544)	(62.0, 0.2647532229192051)	(63.0, 0.05565834800006017)	(64.0, 0.018051356108127622)	(65.0, 0.01654707643245032)	(66.0, 0.010529957729741114)	(67.0, 0.001504279675677302)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873169_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.002727731482112901)	(42.0, 0.0013638657410564505)	(43.0, 0.0)	(44.0, 0.006819328705282251)	(45.0, 0.028641180562185457)	(46.0, 0.04091597223169351)	(47.0, 0.1813941435605079)	(48.0, 0.6601110186713219)	(49.0, 1.7184708337311276)	(50.0, 4.14206025558844)	(51.0, 10.430845187599733)	(52.0, 13.91688602174002)	(53.0, 15.391224887822041)	(54.0, 14.65473738765156)	(55.0, 10.921836854380054)	(56.0, 8.509158358451193)	(57.0, 5.981915140273592)	(58.0, 4.047953519455545)	(59.0, 5.204511667871415)	(60.0, 2.4999659033564736)	(61.0, 0.9369757641057814)	(62.0, 0.3818824074958061)	(63.0, 0.17457481485522566)	(64.0, 0.13911430558775792)	(65.0, 0.019094120374790306)	(66.0, 0.004091597223169351)	(67.0, 0.0013638657410564505)	(68.0, 0.0013638657410564505)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873169_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0013873666393817894)	(40.0, 0.0)	(41.0, 0.0027747332787635788)	(42.0, 0.015261033033199683)	(43.0, 0.02219786623010863)	(44.0, 0.012486299754436105)	(45.0, 0.016648399672581474)	(46.0, 0.047170465738980843)	(47.0, 0.2094923625466502)	(48.0, 0.5410729893588978)	(49.0, 1.251404708722374)	(50.0, 2.0200058269398853)	(51.0, 4.991745168495678)	(52.0, 17.324047225960403)	(53.0, 18.880672595346773)	(54.0, 16.891188834473287)	(55.0, 13.447744835527683)	(56.0, 8.677978329333094)	(57.0, 7.11719086002858)	(58.0, 4.53530154413907)	(59.0, 2.05468999292443)	(60.0, 0.7963484510051472)	(61.0, 0.5410729893588978)	(62.0, 0.388462659026901)	(63.0, 0.13179983074127)	(64.0, 0.04855783237836263)	(65.0, 0.02219786623010863)	(66.0, 0.006936833196908947)	(67.0, 0.0027747332787635788)	(68.0, 0.0013873666393817894)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873170_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0014478694600894783)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.00868721676053687)	(42.0, 0.00868721676053687)	(43.0, 0.005791477840357913)	(44.0, 0.013030825140805306)	(45.0, 0.04922756164304227)	(46.0, 0.06515412570402652)	(47.0, 0.3083961949990589)	(48.0, 0.702216688143397)	(49.0, 1.9010526010974849)	(50.0, 4.485499587357204)	(51.0, 8.866752573587966)	(52.0, 13.556401754817784)	(53.0, 15.470485181056077)	(54.0, 15.508129787018401)	(55.0, 13.256692776579262)	(56.0, 9.998986491377938)	(57.0, 5.944952003127399)	(58.0, 3.954131495504366)	(59.0, 3.5139791796371638)	(60.0, 1.27702086379892)	(61.0, 0.5197851361721227)	(62.0, 0.22297189685377966)	(63.0, 0.2113889411730638)	(64.0, 0.13175612086814253)	(65.0, 0.013030825140805306)	(66.0, 0.0028957389201789566)	(67.0, 0.0014478694600894783)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873170_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0029115895823324744)	(40.0, 0.0029115895823324744)	(41.0, 0.0014557947911662372)	(42.0, 0.014557947911662372)	(43.0, 0.037850664570322164)	(44.0, 0.020381127076327322)	(45.0, 0.016013742702828612)	(46.0, 0.0902592770523067)	(47.0, 0.30426111135374356)	(48.0, 0.5430114571050064)	(49.0, 0.8996811809407346)	(50.0, 1.7222052379496584)	(51.0, 5.042873156599845)	(52.0, 14.151781164926991)	(53.0, 17.54232723355316)	(54.0, 19.92109592231879)	(55.0, 17.75778486264576)	(56.0, 8.629951522033453)	(57.0, 5.610633125154678)	(58.0, 3.742848408088396)	(59.0, 1.9463976357892592)	(60.0, 0.920062308017062)	(61.0, 0.5444672518961727)	(62.0, 0.33920018634173327)	(63.0, 0.11064040412863403)	(64.0, 0.05095281769081831)	(65.0, 0.017469537493994845)	(66.0, 0.013102153120496136)	(67.0, 0.0029115895823324744)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873171_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0017147952534467385)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 0.0)	(43.0, 0.0)	(44.0, 0.008573976267233692)	(45.0, 0.01200356677412717)	(46.0, 0.027436724055147816)	(47.0, 0.29494478359283904)	(48.0, 1.0511694903628508)	(49.0, 2.1795047671308043)	(50.0, 4.77913437135606)	(51.0, 10.170450648192606)	(52.0, 29.384731463063314)	(53.0, 17.28685094999657)	(54.0, 12.416832430207833)	(55.0, 8.42307428493038)	(56.0, 5.353590781260718)	(57.0, 3.3524247204883735)	(58.0, 2.198367514918719)	(59.0, 2.0286027848274917)	(60.0, 0.6773441251114617)	(61.0, 0.15776116331709994)	(62.0, 0.0668770148844228)	(63.0, 0.056588243363742366)	(64.0, 0.058303038617189114)	(65.0, 0.008573976267233692)	(66.0, 0.005144385760340216)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
