Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR12873192_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0013391362571141614)	(40.0, 0.0013391362571141614)	(41.0, 0.0013391362571141614)	(42.0, 0.008034817542684968)	(43.0, 0.005356545028456646)	(44.0, 0.020087043856712422)	(45.0, 0.037495815199196515)	(46.0, 0.06695681285570808)	(47.0, 0.3026447941078005)	(48.0, 0.9240040174087712)	(49.0, 1.7997991295614328)	(50.0, 3.91295614328758)	(51.0, 7.737529293605625)	(52.0, 10.547037161031135)	(53.0, 12.530297957817208)	(54.0, 13.473049882825578)	(55.0, 9.424840977569469)	(56.0, 9.544024104452628)	(57.0, 10.212253096752596)	(58.0, 8.593237361901574)	(59.0, 6.893873451623703)	(60.0, 2.5189152996317374)	(61.0, 0.7566119852695011)	(62.0, 0.24104452628054904)	(63.0, 0.249079343823234)	(64.0, 0.16337462336792768)	(65.0, 0.026782725142283227)	(66.0, 0.004017408771342484)	(67.0, 0.002678272514228323)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873192_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.007987220447284345)	(41.0, 0.0026624068157614484)	(42.0, 0.0)	(43.0, 0.007987220447284345)	(44.0, 0.013312034078807242)	(45.0, 0.009318423855165068)	(46.0, 0.0439297124600639)	(47.0, 0.1823748668796592)	(48.0, 0.43264110756123536)	(49.0, 1.110223642172524)	(50.0, 2.0021299254526093)	(51.0, 4.793663471778488)	(52.0, 10.272896698615549)	(53.0, 15.318157614483493)	(54.0, 18.84318423855165)	(55.0, 16.584132055378063)	(56.0, 9.358359957401492)	(57.0, 8.819222577209798)	(58.0, 6.405750798722044)	(59.0, 3.1562832800851965)	(60.0, 1.0010649627263046)	(61.0, 0.7681043663471778)	(62.0, 0.6602768903088392)	(63.0, 0.14643237486687966)	(64.0, 0.02795527156549521)	(65.0, 0.01597444089456869)	(66.0, 0.007987220447284345)	(67.0, 0.005324813631522897)	(68.0, 0.0026624068157614484)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873193_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 0.0)	(43.0, 0.0)	(44.0, 0.0)	(45.0, 0.0)	(46.0, 0.012036772339497162)	(47.0, 0.14143207498909166)	(48.0, 0.44385598001895793)	(49.0, 1.0276394384845704)	(50.0, 2.986624136737734)	(51.0, 7.635827452868512)	(52.0, 17.412695785625086)	(53.0, 19.717737688638792)	(54.0, 12.742428117900184)	(55.0, 9.865639528760363)	(56.0, 8.123316732618148)	(57.0, 8.812421949054361)	(58.0, 5.248032740020763)	(59.0, 3.577930577915532)	(60.0, 1.6174412831199314)	(61.0, 0.3054330981147405)	(62.0, 0.07673442366429442)	(63.0, 0.13541368881934307)	(64.0, 0.09178038908866587)	(65.0, 0.019559755051682892)	(66.0, 0.004513789627311436)	(67.0, 0.0015045965424371453)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873193_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 0.0015142337976983646)	(43.0, 0.004542701393095094)	(44.0, 0.004542701393095094)	(45.0, 0.0030284675953967293)	(46.0, 0.03028467595396729)	(47.0, 0.09539672925499697)	(48.0, 0.37552998182919445)	(49.0, 0.9145972138098122)	(50.0, 1.4006662628709872)	(51.0, 5.923682616596002)	(52.0, 14.636583888552392)	(53.0, 20.614778921865536)	(54.0, 18.031496062992126)	(55.0, 15.227135069654754)	(56.0, 10.985766202301635)	(57.0, 5.928225317989098)	(58.0, 3.2298606904906118)	(59.0, 1.4960629921259843)	(60.0, 0.5738946093276802)	(61.0, 0.2559055118110236)	(62.0, 0.16050878255602666)	(63.0, 0.05754088431253786)	(64.0, 0.01968503937007874)	(65.0, 0.012113870381586917)	(66.0, 0.009085402786190189)	(67.0, 0.0030284675953967293)	(68.0, 0.0015142337976983646)	(69.0, 0.0015142337976983646)	(70.0, 0.0015142337976983646)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873194_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 0.0)	(43.0, 0.0)	(44.0, 0.001590153767869353)	(45.0, 0.006360615071477412)	(46.0, 0.009540922607216118)	(47.0, 0.3355224450204335)	(48.0, 1.0145181039006472)	(49.0, 1.3182374735636937)	(50.0, 3.310700144703993)	(51.0, 8.20678359597373)	(52.0, 18.099130185888974)	(53.0, 21.26035587641325)	(54.0, 15.300459554438914)	(55.0, 10.356671490133095)	(56.0, 7.267002719162943)	(57.0, 5.069410211967497)	(58.0, 2.8781783198435287)	(59.0, 3.064226310684243)	(60.0, 1.7078251466916852)	(61.0, 0.31962090734174)	(62.0, 0.09540922607216118)	(63.0, 0.1494744541797192)	(64.0, 0.13993353157250304)	(65.0, 0.054065228107558)	(66.0, 0.030212921589517706)	(67.0, 0.004770461303608059)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873194_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0016087516087516086)	(41.0, 0.0032175032175032173)	(42.0, 0.0)	(43.0, 0.0016087516087516086)	(44.0, 0.0)	(45.0, 0.0)	(46.0, 0.028957528957528955)	(47.0, 0.38770913770913773)	(48.0, 0.5099742599742599)	(49.0, 1.212998712998713)	(50.0, 1.3014800514800515)	(51.0, 3.4909909909909906)	(52.0, 9.712033462033462)	(53.0, 18.79021879021879)	(54.0, 21.43822393822394)	(55.0, 19.266409266409266)	(56.0, 10.57110682110682)	(57.0, 6.880630630630631)	(58.0, 3.2995495495495497)	(59.0, 1.4864864864864866)	(60.0, 0.8638996138996139)	(61.0, 0.36357786357786354)	(62.0, 0.2059202059202059)	(63.0, 0.11422136422136422)	(64.0, 0.03056628056628057)	(65.0, 0.019305019305019305)	(66.0, 0.01287001287001287)	(67.0, 0.006435006435006435)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873195_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.006889614594959558)	(42.0, 0.01791299794689485)	(43.0, 0.004133768756975735)	(44.0, 0.00964546043294338)	(45.0, 0.09232083557245807)	(46.0, 0.13917021481818306)	(47.0, 0.19566505449685145)	(48.0, 0.8984057431827264)	(49.0, 2.619431469003624)	(50.0, 4.027668692213358)	(51.0, 7.968528240530224)	(52.0, 11.369242004602262)	(53.0, 15.14337287972111)	(54.0, 17.018725972469102)	(55.0, 12.30347374367878)	(56.0, 9.296845934438428)	(57.0, 6.907527592906453)	(58.0, 4.176484367464484)	(59.0, 3.397957918234054)	(60.0, 2.0351921513510534)	(61.0, 1.0086395767020793)	(62.0, 0.560814628029708)	(63.0, 0.3320794234770507)	(64.0, 0.3816846485607595)	(65.0, 0.07854160638253896)	(66.0, 0.006889614594959558)	(67.0, 0.0)	(68.0, 0.002755845837983823)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873195_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0013852717903252618)	(42.0, 0.004155815370975786)	(43.0, 0.03740233833878207)	(44.0, 0.06372250235496205)	(45.0, 0.02354962043552945)	(46.0, 0.05818141519366099)	(47.0, 0.40034354740400063)	(48.0, 0.4654513215492879)	(49.0, 0.8976561201307697)	(50.0, 1.7953122402615393)	(51.0, 6.954064387432814)	(52.0, 11.787277663877653)	(53.0, 14.678339890286473)	(54.0, 15.815648030143514)	(55.0, 15.84058292236937)	(56.0, 13.39003712528398)	(57.0, 6.006538482850336)	(58.0, 4.514600764670028)	(59.0, 2.7525350473762953)	(60.0, 1.5044051642932343)	(61.0, 0.9835429711309358)	(62.0, 1.1608577602925694)	(63.0, 0.6427661107109215)	(64.0, 0.1523798969357788)	(65.0, 0.04294342550008312)	(66.0, 0.016623261483903144)	(67.0, 0.0027705435806505236)	(68.0, 0.0)	(69.0, 0.004155815370975786)	(70.0, 0.0027705435806505236)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873196_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 0.004663816556548775)	(43.0, 0.0015546055188495921)	(44.0, 0.015546055188495918)	(45.0, 0.04974737660318695)	(46.0, 0.08861251457442675)	(47.0, 0.14613291877186163)	(48.0, 0.6094053633890401)	(49.0, 1.3151962689467547)	(50.0, 3.2382432957637)	(51.0, 8.718227749708511)	(52.0, 12.516129032258064)	(53.0, 13.926156237854645)	(54.0, 14.111154294597746)	(55.0, 11.4325689856199)	(56.0, 8.966964632724446)	(57.0, 7.502526233968131)	(58.0, 5.200155460551885)	(59.0, 5.935483870967742)	(60.0, 4.376214535561601)	(61.0, 1.2654488923435678)	(62.0, 0.2767197823552274)	(63.0, 0.13369607462106492)	(64.0, 0.13369607462106492)	(65.0, 0.031092110376991836)	(66.0, 0.0031092110376991842)	(67.0, 0.0015546055188495921)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873196_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0015534463206623896)	(39.0, 0.0015534463206623896)	(40.0, 0.0015534463206623896)	(41.0, 0.0)	(42.0, 0.004660338961987169)	(43.0, 0.012427570565299117)	(44.0, 0.012427570565299117)	(45.0, 0.012427570565299117)	(46.0, 0.05437062122318363)	(47.0, 0.2345703944200208)	(48.0, 0.37127367063831107)	(49.0, 0.8621627079676262)	(50.0, 1.511503270004505)	(51.0, 5.1279263045065475)	(52.0, 13.039628415640097)	(53.0, 17.420347039908034)	(54.0, 16.715082410327312)	(55.0, 13.901791123607724)	(56.0, 9.188634986718034)	(57.0, 8.419679057990152)	(58.0, 6.838270703555839)	(59.0, 3.641278175632641)	(60.0, 1.208581237475339)	(61.0, 0.5887561555310455)	(62.0, 0.534385534307862)	(63.0, 0.22214282385472167)	(64.0, 0.05592406754384602)	(65.0, 0.010874124244636726)	(66.0, 0.004660338961987169)	(67.0, 0.0015534463206623896)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873197_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 0.0)	(43.0, 0.0)	(44.0, 0.0033506449991623386)	(45.0, 0.006701289998324677)	(46.0, 0.013402579996649355)	(47.0, 0.15580499246104876)	(48.0, 0.39872675490031834)	(49.0, 1.1040375272239906)	(50.0, 2.8983079242754233)	(51.0, 7.2776009381805995)	(52.0, 23.78455352655386)	(53.0, 19.85257162003686)	(54.0, 12.643658904339086)	(55.0, 9.51415647512146)	(56.0, 7.245769810688557)	(57.0, 6.230524375942369)	(58.0, 3.9420338415144918)	(59.0, 3.313787904171553)	(60.0, 1.2246607471938347)	(61.0, 0.2027140224493215)	(62.0, 0.046909029988272746)	(63.0, 0.055285642486178586)	(64.0, 0.046909029988272746)	(65.0, 0.0217791924945552)	(66.0, 0.010051934997487017)	(67.0, 0.006701289998324677)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
